abase|15152->2,18229->1,15486->3,13736->3,19829->1,16561->2,16989->1,16173->2,3279->2,24456->0,14132->2,30555->0,12596->1,15554->2,24236->1,15185->2,19199->1,24527->2,32591->0,12746->0,676->0,22551->0,19693->5,17871->5,31620->5,7999->2,1266->3,19060->2,21073->5,6950->3,29075->5,14300->5,6611->2,29674->2,26850->1,23647->3,32223->5,22378->2,5524->5,8718->5,4377->1,8713->5,9221->5,2755->2,8291->2
abc|15755->5,5381->2,15259->4,7268->5,30803->3,20548->3,24287->2,3965->5,13561->2,22557->4,18455->3,19658->1,22579->5,27594->3,28464->2,14259->1,14050->4,11040->1,13634->2,12741->2,5034->5,5508->3,19054->3,16799->5,31042->1,1197->2,25668->1,30755->5,10153->3,7161->1,19575->1,29057->2,5384->3,7439->0,4955->5,10960->5,19082->1,25776->1,8955->2,27232->3,20318->3,13716->3,6845->4,12312->2,4397->0,21420->4,7695->2,7375->4,4331->0,507->2,5710->4,16714->3,12270->0,2010->5,4381->2,6009->1,22067->1,20576->4,5510->0,16654->4,31840->3,14843->0,17719->4,14771->1,20821->0,31721->3,29877->4,17356->1,6835->2,16851->0,24316->2,6931->0,24485->3,1606->5,29222->2,23250->3,23559->3,1590->2,15401->5,29930->1,4392->5,12349->1,14024->4,26707->5,14776->4,13265->5,23556->4,21386->0,25038->3,25900->3,7840->2,20627->0
abcalvin|31669->4,366->5,30652->5,30898->5,10066->1,14094->0,18412->4,29740->2,14849->5,6878->3,13814->5,5177->2,21470->2,18792->4,4825->0,208->0,1558->1,6866->1,10861->0,11584->5,14584->4,29327->1,11274->3,2015->3,4259->4,13215->0,7174->3,5656->3,31863->2,28770->4,15559->0,1278->4,26697->3,16496->3,6707->4,25512->4,22749->3,6798->2,12487->5,11678->2,6556->4,21901->4,9961->2,14603->4,23082->0,5276->1,28700->2,7023->5,2046->2,24643->2,11605->4,13039->5,12626->4,6851->1,11529->2,2802->0,5952->0,12708->0,15702->1,32276->0,5879->4,26153->1,21908->4,12234->5,12648->2,24557->2,24478->4,30984->0,4350->3,14305->1,7416->0,10774->5,10095->3,25852->3,24121->3,19962->3,28701->4,7133->5,6143->2,11859->4,5839->5,28004->4,22782->3,18392->1,1491->0,3801->0,1916->1,4029->4,32008->0,31966->2,16087->2,1825->4,7481->1,23143->0,31954->3,28678->2,22664->1
Abdulrahman|5529->4,21456->3,16303->5,31053->2,23796->3,5675->0,6175->3,29046->3,32006->1,2447->2,15554->2,19330->5,5177->1,19084->5,11984->1,18357->0,24585->2,22065->2,11269->3,6078->5,28702->3,25174->0,11134->3,24567->4,31086->1,1189->4,25630->4,16567->2,23959->1,8008->4,8888->3,6488->3,26625->2,7435->3,1508->4,22026->5,25528->1,16286->5,23795->0,23731->2,7878->5,2701->2,19644->5,16699->0,4039->2,11194->1,28902->1,20318->4,22354->1,15839->2,12454->1,7574->5,4290->2,1806->4,12446->1,15224->3,7639->3,25226->5,12997->4,4450->2,16722->4,20307->1,5716->4,21295->4,17943->2,24740->0,345->1
abennett|2628->2,23856->2,8788->4,3259->0,10133->2,11619->5,1120->5,17250->0,25628->5,31192->0,19917->5,19602->2,22904->4,10795->4,31135->4,29807->2,29905->0,24140->1,32349->1,9436->5
abercromby|29585->4,13301->0,4707->1,15357->4,10931->0,13494->1,21120->2,16475->0,14471->3,27490->5,4733->0,26211->1,29071->2,11013->4,21517->0,32658->5,24567->2,1201->3,20210->3,13674->3,2932->1,11015->2,23166->4,26166->0,20605->0,27857->5,23465->3,12503->0,19310->4,14993->1,16340->4,22870->2
abevo12|27393->1,8024->1,3025->4,29976->0,1569->4,5335->2,24712->2,6366->5,18830->5,32702->5,3954->5,17670->0,3323->4,22395->4,27235->3,7054->3,10671->2,17393->4,18290->2,7333->0,8743->4,17224->4,11593->2,2570->4,24621->4,9480->5,22663->4,9654->0,19778->2,15531->0,22918->4,11940->4,23305->5,5594->0,26370->4,9765->1,10093->3,10303->1,20395->1,9079->0,17473->4,6784->4,5147->0,3864->0,24445->0,25750->2,25688->3,7310->3,13566->4,12347->4
AbnTrooper|23655->5,9874->4,4986->4,7489->1,12196->0,11432->5,22086->0,14136->4,5502->0,29872->4,22266->1,12154->2,31793->3,15625->4,29143->5,5055->1,19199->1,5534->4,4825->5,29005->3,4253->4,7484->0,17492->3,25768->5,9854->5,19460->0,1196->0,30045->5,10045->5,13674->2,11462->1,1256->3,7462->4,14047->5,5358->2,21909->4,11554->2,2690->2,27858->1,29190->2,1344->0,26377->2,4443->3,30175->3,22256->4,5617->0,18501->2,27136->3,6703->4,32244->1,13711->1,9812->2,7653->1,12312->2,15749->0,13140->4,27375->2,7561->0,8281->2,27206->5,27606->0,28260->3,5991->0,4819->4,25440->1,30785->3,3899->1,12334->1,22795->3,15782->2,24062->4,343->4,27524->2,25126->5,24578->5,5195->0,20731->5,17647->0,14706->3,20292->1,14844->1,12903->2,4448->4,11866->1,17066->4,29052->2,26126->5,16525->4
abroad|30562->5,10215->0,9805->0,11203->5,16551->0,22105->3,15739->4,7053->4,11426->1,5986->4,3438->1,11166->3,27197->3,13043->2,15101->4,30536->2,425->0,22303->5,27055->2,25520->4,2531->4,30794->4,15331->0,24388->1,2057->1,21733->4,6459->2,29220->4,22878->4
absol1111|3502->1,12631->5,27224->2,23632->1,21479->1,10956->5,299->0,21123->5,30923->2,4319->2,5228->0,9839->0,31333->0,1181->2,24497->4,13153->0,10958->1,32659->4,27028->0,30349->1,27806->0,2077->3,12680->3,5733->3,2055->1,1293->4,3083->4,10611->0,1827->1,26105->4,12666->1,32787->0,6408->4,4657->1,14654->0,18778->5,32261->0,16184->0,7014->4,2295->1,17770->1,5730->2,7609->1,14181->1,26651->5,22069->4,30485->5,4935->4,12099->0,21887->5,14234->3,4441->5,22315->1,8473->0,9522->2,12739->2,26262->3,27632->0,14139->3,1225->4,29052->4,11410->2,4213->2,7334->2,28454->3,17133->2,1923->5,16155->2,22997->1,28599->1,18890->3,19289->2,26335->4,19736->2,1517->1,30486->1,29278->4,5299->1
absoluteeng|7294->0,10417->3,269->4,14562->2,4909->5,30552->0,1599->5,26163->0,7474->3,32519->2,30382->2,31430->2,23835->4,11440->3,9433->2,30340->0,233->0,30712->3,17281->1,8410->2,1234->2,9246->2,23428->1,19125->1,7545->2,1416->3,7336->0,20243->1,15768->3,3653->0,9517->1,24707->1,6933->1,1623->5,10957->4,2294->4,25724->0,13603->1,28573->5,8384->1,578->1,5718->1,13313->1,5741->5,16095->5,6327->3,5328->3,12236->3,8073->4,25911->2
acacia|19716->2,30144->4,14361->1,17372->0,22403->5,31790->4,10491->0,32554->4,320->4,22444->0,4767->4,32152->4,8126->4,20062->0,24632->0,32460->0,19961->3,4522->1,6553->3,22048->3,6937->5,30904->5
acc_name1|24322->2,1553->0,13518->3,6217->3,10130->3,14641->3,3316->5,28154->3,25138->1,31093->4,12814->3,12620->3,1889->1,22971->0,2283->4,27363->4,3124->2,27384->5,3531->3,28680->3,25589->3,15018->2,10737->0,10451->1,4553->2,4301->4,10354->5,465->4,22205->1,32837->5,6926->4,28134->3,15088->3,29480->1,19180->0,28028->4,11583->5,10644->4,13826->1,32753->0,9660->0,9593->3,3446->4,5637->2,24004->3,10899->0,5405->0,22242->0,20613->5,520->2,27148->1,8031->1,23761->4,20376->5,10410->2,3457->4,7589->1,24973->1,11957->2,15415->2,6253->4,5166->1,9235->4,18666->5,19856->0,21095->2,16151->4,9160->5
accustom|14900->0,10323->0,5884->4,31163->0,22284->5,10895->3,19442->4,1460->5,32006->5,12155->2,22697->0,29143->1,11985->4,19862->3,30067->2,19234->0,30377->5,32639->3,29779->4,1200->3,25671->2,22764->2,26455->1
ace66501|20465->5,29921->3,21368->5,25265->5,14977->5,22790->1,3379->4
Acek|28787->4,21678->4,15258->3,13587->5,31435->5,30690->2,22063->4,6612->4,23096->1,606->1,16829->2,4180->3,2424->4,17220->2,18846->0,11574->3,22260->5,20135->2,1460->2,25261->2,12596->4,12153->4,13814->4,28308->4,30200->5,22909->1,16693->4,18598->5,26704->4,14078->2,18584->3,1557->2,3853->1,32658->0,10743->0,21922->4,9446->2,25660->2,29181->0,30678->1,17171->3,2049->2,6985->2,15178->5,10601->2,29816->3,20827->3,3459->2,28333->3,19731->5,5975->4,10657->1,5837->1,18097->0,32614->3
Acerman45|7405->0,20555->0,4664->0,16784->4,422->5,21342->5,3030->3,9502->3,8372->5,10284->3,10931->3,28155->1,26134->0,19141->2,13042->0,18535->1,28023->1,10113->3,25942->2,22818->4,22304->5,2478->1,5120->4,17034->0,28782->4,5832->0,13721->5,2530->0,15769->2,4805->3,9820->2,25578->2,3002->1,2057->1,10153->4,664->1,17458->0,21749->1,20676->2,16685->3
acidwaters|10955->4,3015->5,4980->5,8490->1,10932->0,9255->1,19141->5,28784->4,19601->2,19327->3,16734->5,20493->4,2627->5,10878->0,10619->1,25855->3,29665->3,9446->5,25630->2,13065->3,7378->5,7462->5,23171->0,17594->1,1101->3,27911->3,23466->1,12522->1,7228->4,29987->1,28076->3,25718->3,28204->0,13714->0,21488->2,3366->5,1447->2,21149->2,8284->3,9831->4,17790->3,32283->1,22215->0,16281->3,2706->1,6463->1,7098->4,6167->5,22662->1,6618->1,6642->0,3888->4,410->4,6925->0,15945->5,30726->2,22517->3,24467->4,29577->1,28304->0,6342->5,24250->4,12545->3,16672->3,22725->5,5099->3,429->2,23253->1,1868->5,22809->4,2742->3,29394->3,28238->5,20903->4,3387->4,14402->0,6318->3,23970->2,24546->3,15386->2,18560->1,6549->3,25106->4,17915->0,12471->2
AcoGAlt|7461->3,25562->3,16028->4,6752->5,21397->0,10323->5,10001->5,16989->0,31162->4,10066->5,3278->0,13641->4,23756->2,13524->3,14515->2,21921->5,5022->1,16484->4,5155->0,27303->1,27490->2,4684->4
acs26|1296->0,16063->0,18608->2,8131->5,12033->0,17242->5,1965->2,1738->5,25782->4,20935->0,10284->2,23953->2,13843->4,29922->4,25568->2,27303->4,13746->0,3881->1,20484->4,3490->0,10314->5,3853->2,11134->2,6647->0,7062->5,10045->4,24395->1,2016->0,27462->2,12112->0,151->0,14905->2,26903->4,1337->0,7877->5,7699->4,7659->5,13619->1,22379->1,26524->1,25777->2,7123->2,6228->4,127->4,31888->0,27455->0,2558->2,16007->5,20710->5,13281->5,16368->3,11096->4,5759->1,1651->5,242->4,4650->0,16021->1,11737->0,16553->0,6445->3,23180->4,12937->4,4507->4,483->2,12078->4,10536->3
adboard|4455->3,12610->5,32027->2,1588->5,499->1,6006->2,7017->5,11416->5,20131->1,5374->4,21457->5,4277->3,25524->1,14085->0,3780->0,27635->5,24609->4,15910->4,11904->3,2620->2,5168->4,25940->4,32056->1,17753->0,1246->3,21241->2,2879->3,22688->1,8774->0,20186->3,11943->2,2986->3,21897->2,29614->4,9940->2,15201->2,7421->5,9354->1,9078->1,2786->0,14672->3,15224->1,8283->1,24495->3,28260->1,25551->1,25828->2,2651->5,1882->0,8122->4,2597->0,18681->2,17435->2,19532->1,1192->0,14313->3,8032->1,14670->3,30763->5,12589->1,5039->0,12086->5,16521->5,25392->3,17648->4,4219->1,18732->3,20485->3,332->1,26917->4,22291->1,8881->2,15117->5,20806->3,25214->3,5706->5,3790->4,3155->0,9970->2,29612->2,24133->4,1767->2,24785->5,2759->4,13639->2,24028->5,27154->5,1799->3,25046->3,30975->2,2061->5,24368->3,6155->2
addann|23596->2,29603->4,1327->3,17917->2,16868->2,15840->3,16126->1,11379->4,11415->3,14412->5,547->2,5239->5,4515->2,8205->4,13751->4,8524->3
addbow|25277->1,27335->3,7486->2,29241->5,16539->4,19140->3,24714->1,11778->1,15528->3,21505->1,3946->1,9018->2,3933->2,12847->4,7067->2,20611->4,25259->3,24631->5,27379->5,17887->2,4096->1,30041->4,1840->2,2569->3,17750->0,2053->4,2881->2,21811->4,4034->4,18676->4,11627->4,11938->5,22668->0,5595->4,5173->3,31957->2,10094->1,32430->4,20886->1,7016->4,20990->3,24182->3,5029->4,3894->4,18406->5,23917->1,21896->2,7293->2,16027->4,12097->1,21070->3,4714->5,11604->4,32016->5,2076->0,20731->4,13906->3,20269->2,27630->3,27965->1,29792->5,12462->1,23823->5,23621->5,25311->5,22417->2,7990->5,17389->4,30697->4,6193->0,11910->2
Adepade22|13547->5,18768->3,17240->4,26450->4,14762->4,10513->0,14938->2,21288->0,7053->3,19658->3,19231->5,5986->2,1294->4
adjudicate|20116->5,3054->0,27255->2,14878->2,19231->0,6174->5,26097->0,29375->5,17630->1,19832->3,18585->0,30878->5,22879->1,4936->2,5581->2,14388->0,10072->1,9435->3,25687->5,25830->2,11967->4,664->4,13927->0,28715->5,3222->4,14272->3,20435->0,31065->5,16488->0,3004->3,107->2,10462->5,6701->1,22354->4,7088->5,9368->2,15749->1,22639->3,3360->5,11900->0,28045->0,3898->5,1690->3,20366->5,23911->5,15632->5,23482->0,251->5,16848->2,12028->5,24616->5,20115->5,27198->1,28061->5,19949->4,26904->4,22396->2,20371->2,29852->3,11169->0,17267->3,14822->5,10626->3,12552->5,4921->1,21947->2,23452->5,1310->0,24314->5,23196->4,23651->0,21260->3,13979->2,6110->3,2922->3,9782->5,13156->0,32709->1,24882->2,28074->3,18321->4,6781->1
adjunction|15436->5,15342->0,15529->5,26246->0,23933->4,1294->2,12622->3,15587->1,14049->2,12910->0,30673->4,18596->2,5057->3,5550->0,16084->1,32338->5,31448->2,79->2,25668->2,8640->0,10156->3,16420->1,21749->2,29058->4,23649->5,25579->4,5036->4,19348->2,2443->3,13369->2,8954->0,2427->2,23760->0,13712->3,12454->0,21448->2,1342->5,27375->4,7615->1,27205->5,3251->2,6183->3,421->2,9091->3,32441->4,23319->1,14147->2,28516->4,3552->3,20686->4,674->4,31584->0,5548->5,22890->1,28664->2,31133->2,20795->3,25725->0,30913->5,28069->4,11731->0,19441->3,23288->4,24730->5,3277->0,23617->5,7494->1,14740->3,12113->1,1663->1,15399->3,19365->3,28820->4,23402->3,15481->0,11695->0,25622->4,11740->1,24786->5,1686->1,18387->5,18077->1,2236->0,18738->3,6990->0,2642->2,21409->3,31120->3,13441->3
adly|30263->0
admonish|4756->4,23405->0,11016->4,3295->2,10128->5,14174->1,18855->5,13579->4,26795->1,32053->3,20425->0,19534->0,4930->5,26880->3,23762->5,2838->3,14321->3,31388->4,2202->2,9878->5,25624->2,27292->3,18142->1,1970->1,13932->0,2852->4,28901->3,19014->3,3125->3,2234->3,27180->3,27723->5,26926->3,29484->1,30710->2,7809->1,25920->0,7118->1,13489->5,30406->2,31948->3,28618->4,19366->0,16605->2,1210->1,22791->4,6544->3,28903->3,15785->2,2740->3,9398->2,11560->3,5195->1,21873->1,283->4,29510->1,20861->4,7143->1,3525->5,16033->1,21697->3,7681->2,11188->0,26318->4,5019->1
Adsy_jr|26520->5,13766->4,25265->4,32027->4,16492->4,25811->5,498->0,12913->3,13797->4,2626->1,18441->2,1120->0,30927->0,20589->4,22404->3,17670->1,6783->2,20425->1,12847->0,27695->1,13242->2,19224->1,19961->5,26400->2,3910->5,23835->1,5214->5,27028->4,24026->4,17390->5,9149->3,3462->1,25589->1,18883->1,16259->0,10646->3,2048->4,19503->4,4425->0,26493->2,17636->3,13293->0,20063->0,7426->3,22689->4,16772->3,26980->2,13364->0,1575->5,6607->2,29530->2,29295->5,22377->1,14156->1,16785->5,8718->1,23317->0,6798->4,25181->3,4398->5,12597->2,28975->4,17211->4,20550->3,20863->5,30468->4,11530->5,20710->2
aec|14352->4,20238->3,15084->4,4360->1,16639->1,9804->4,9252->4,16492->4,423->2,5298->4,18408->0,15000->3,6114->1,30603->3,31156->2,7445->0,3493->1,16769->1,3879->4,2593->3,30929->2,24929->5,9573->2,32337->2,27210->0,2739->2,2659->2,13656->5,8886->3,23088->3,23667->2,19001->5,32308->4,2193->4,18124->0,17701->5,3285->2,25584->4,4902->3,27495->3,26732->1,7029->1,12455->4,21446->0,150->3,28732->0,7639->0,27316->2,14619->5,5991->4,5791->5,1582->2,20109->2,15852->5,15181->2,10309->0,18617->1,29020->2,6527->0,20944->4,12304->3,11982->2,3044->1,31129->1,17899->5,9981->0,30906->0,15570->5,22309->4,24431->1,21917->2,18951->3,2451->1,7813->0,13456->4,14739->4,405->4,5738->4,25854->4,19973->4,20123->1,28929->1,22853->4,2032->3,25619->1,10927->0,24342->3,3143->2,32226->2,5877->3,3716->5,12406->4,24916->4,3137->0,21410->5,9177->3,13438->0
aegir|10567->4,30562->2
Aeralfos6|6024->2,26605->4,1965->1,29585->5,25521->5,25839->4,4980->1,12601->4,11422->5,4478->1,29741->1,9225->1,14367->5,5696->5,4516->5,19237->1,14133->3,13751->5,27667->2,19841->3,19113->3,1507->1,11892->0,23623->0,12806->2,29033->5,2531->2,31042->5,9435->3,32074->4,25668->0,28051->0,2997->1,8923->5,1254->3,21241->4,23667->2,20675->2,16691->3,28404->5,27927->3,5584->4,22500->0,232->0,23408->3,15452->4,24317->5,26370->0,4954->3,29484->1,10094->3,3696->4,24825->0,16182->1,22547->5,9076->2,5658->0,2294->1,25549->2,5730->2,6717->3,9286->0,29616->2,5261->4,5637->5,15719->3,2916->3,10898->1,31213->5,3860->4,13238->1,14178->0
AFLGamerYT|24287->4,16122->2,1638->2,15436->4,3478->5,6008->0,1909->5,14283->1,11416->4,6114->0,28152->3,13842->5,31222->4,7090->0,9824->0,5107->5,19602->4,8905->2,22347->0,10794->4,10671->4,8170->4,2838->4,27379->1,31022->1
agentcgs|5481->5,16122->5,20116->5,3054->2
AgeOfPuppy|1587->0,5884->4,30338->3,16173->2,9504->0,14094->3,24184->4,27365->5,19740->0,3949->3,18296->4,20659->1,6394->5,28757->5,11801->3,13746->1,4733->0,31923->1,5062->0,2627->5,11899->3,11477->0,5779->5,6338->0,2925->3,4540->2,4446->4,19959->2,25705->2,32365->2,7005->1,25114->0,1245->4,7387->2,1875->2,28714->5,20060->5,9495->1,13961->2,22720->5,4955->4,31065->0,7880->5,2443->3,6122->4,29615->2,4880->3,27617->4,15201->3,26732->1,10482->1,8027->0,30883->1,7138->0,31026->4,25298->2,13482->2,20509->0,7611->5,17667->2,24445->0,18729->4,16605->2,21896->5,2568->0,4791->5,30935->4,17598->3,15631->0,21930->4,6327->1,2617->4,4441->5,19864->0,8030->5,30080->1
agna|16606->2,20705->2,26194->2,30997->4,3643->3,23096->1,1510->2,4177->0,6630->5,12196->4,9772->3,10614->3,3445->0,1750->4,1604->0,4608->4,2534->4,21742->1,6502->0,14159->3,24601->2,17073->1,685->5,19461->3,12104->4,17397->2,24023->2,1974->4,8970->2,4303->0,21350->3,10367->4,7426->2,20409->5,13471->0,9470->4,11634->5,21759->2,11376->4,31735->4,21963->4,3229->5,3450->5,27759->5,7619->1,8286->3,5648->1,24361->4,8959->4,5790->1
agnusago|10082->5,25386->2,29370->5,4510->1,684->0,11565->0,2585->0,19178->5,2990->2,29374->1,20804->0,12617->1
aguhitpuncher|21866->2,30927->2,32669->4,1592->0,2836->5,23147->3,8905->1,18250->5,26343->3,649->1,6176->2,24822->3,1681->0,8094->5,3444->1,19400->3,17747->3,2013->3,24757->2,5681->0,2889->1,23442->3,5497->4,11941->0,23408->4,24753->0,1470->1,21259->1,25133->2,24953->0,16845->0,9077->5,12362->2,1511->4,20509->3,8277->2,17014->5,28278->4,21374->5,1634->3,17943->3,1881->0,21936->4,24062->4,6490->5,15217->3,6362->5,21729->2,26247->1,3877->1,27607->0,30497->2,24339->2,30308->4,12073->2,1755->0,25312->2
AH_BrownMan|14762->5,10513->0,14938->4,21288->1,7053->4,19658->0,19231->0,5986->0,1294->5,16363->2,11190->2,4702->0,15020->0,25524->2,16769->4,22905->2,17295->1,7114->2,16937->2,22916->2,27775->1,29905->3,24822->3,26270->3,10744->3,17224->0,1193->2,25624->2,2569->2,17744->0,25596->5,23592->1,31339->5,15215->1,5873->0
ahders|29353->0,3207->5,9807->0,27376->4,1474->5,4948->0,30991->3,21088->1,15736->1,9735->3
AidanPR|30775->2,30442->4,27082->5,31668->0,17241->3,12431->5,23847->2,1738->5,13301->0,29200->2,13111->5,8490->2,29272->5,21098->0,12141->2,6680->1,247->2,25143->4,12480->3,8204->4,27611->4,16343->2,8524->2,27800->3,21236->5,3372->5,5232->3,11460->0,623->4,16800->1,2754->1,30794->0,1197->5,25687->4,17904->0
aiello|231->2,5008->3,14304->0,18748->5,16807->5,4026->0,24330->3,5264->4,15109->5,32243->0,13844->4,1752->5,11956->3,4282->0,11986->2,16306->2,25340->4,21452->2,6625->5,30576->0,30578->4,27038->0,7675->0,18883->4,22949->4,17454->4,23167->0,14079->0,24507->4,24044->3,26106->3,11660->4,30315->4,5947->3,15620->3,17888->4,17090->1
aircor|28046->4,27394->0,31668->4,21276->4,7036->5,21342->4,9712->2,7851->2,4604->3,28156->1,21921->4,20659->4,26143->3,11799->3,22709->3,23269->5,26704->1,11269->2,20324->4,23870->5,9854->4,8166->2,22677->5,22968->2,11465->1,1972->3,13928->3,7564->0,21034->4,2734->3,6147->2,16384->3,24482->3,1277->0,5894->5,14643->0,10631->5,19121->2,22475->2,6427->0
AiryMoss|3921->5,4424->1,1553->1,16807->5,24088->2,22460->3,30991->2,20539->4,14282->5,11412->5,10613->4,18375->1,13839->4,1750->2,14893->4,16615->5
aitanliran|2261->0,28614->5,9503->2,13641->2,27365->2,7377->4
Aivaldez|13549->1,2275->2,23856->2,1477->2,21520->0
Aiyl|32744->4,3726->0,9652->1,19716->4,13016->0,3509->1,9025->4,24306->4,27224->0,7343->0,26032->0,4851->1,4577->2,10130->5,5264->2,317->1,1178->2,9735->1,25403->0,14399->2,6972->3,7620->3,10507->2,6340->0,2534->1,7532->5,31419->2,10565->2,30721->5,12303->4,24605->1,30376->2,8392->3,24756->2,29779->4,15265->3,17871->1,25836->2,29327->2,10213->5,32032->3,23591->0,11031->4,23161->3,7564->3,23668->0,3875->4,2696->5,26903->1,23465->3,22931->1,7876->3,7228->0,13694->2,5747->3,6653->5,2288->1
ajackson03152001|27022->4,14281->3,18900->3,6173->2,22404->3,31092->4,20424->3,19250->0,1908->2,10794->5,5466->1,32189->2,11173->0,31225->5,10744->0,11679->2,25624->4,28559->4,18141->5,2051->0,4625->0,31612->1,17332->5,19015->2,15304->3,308->0,30387->1,24317->4,6153->1,20481->1,21433->2,31666->5,3168->5,7571->5
ajos|5563->1,15261->5,5457->0,4229->2,13223->5,28771->2,1477->3,30025->5,24709->0,11779->5,21866->0,30927->2,32669->3,1592->0,2836->1,23147->4,8905->5,18250->3,26343->3,649->2,6176->0,24822->2,1681->4,8094->2,3444->3,19400->4,17747->1,2013->3,24757->1,5681->5,2889->0,23442->0,5497->4,11941->4,23408->2,24753->4,1470->0,21259->4,25133->1,24953->4,16845->1,9077->2,12362->0,1511->2,20509->2,8277->5,17014->5,28278->5,21374->3,1634->0,17943->5,1881->1,21936->2,24062->3,6490->3,15217->3,6362->1,21729->2,26247->5,3877->0,27607->2,30497->3,24339->5,30308->0,12073->1,1755->1,25312->2,26688->2,3734->3,2933->4,20767->4,28542->3,15077->4,28399->5
ajs1337|16055->4,21296->1,14439->1,31104->2,11927->0,23628->1,498->3,24894->2,7192->2,11414->1,28030->1,13842->5,21062->3,5983->4,9949->3,8907->5,17295->0,26283->5,32000->0,8709->4
