14248|AA. VV.|Ciencia ficción. Selección 40|Relato, Ciencia ficción
10655|AA. VV.|Ciencia ficción. Selección 4|Relato, Ciencia ficción
10528|AA. VV.|Ciencia ficción. Selección 5|Relato, Ciencia ficción
10689|AA. VV.|Ciencia ficción. Selección 6|Relato, Ciencia ficción
10864|AA. VV.|Ciencia ficción. Selección 7|Relato, Ciencia ficción
10905|AA. VV.|Ciencia ficción. Selección 8|Relato, Ciencia ficción
10414|AA. VV.|Ciencia ficción. Selección 9|Relato, Ciencia ficción
15146|AA. VV.|Cthulhu 2000|Relato, Terror
18674|AA. VV.|Cuentos argentinos|Relato, Otros
23030|AA. VV.|Cuentos breves y extraordinarios|Relato, Otros
17939|AA. VV.|Cuentos de ciclismo|Relato, Aventuras, Otros
12535|AA. VV.|Cuentos de detectives victorianos|Relato, Poilicial
21413|AA. VV.|Cuentos de fútbol argentino|Relato, Realista
18828|AA. VV.|Cuentos de otoño|Relato, Drama, Terror
26623|AA. VV.|Cuentos de sombras|Relato, Fantástico, Terror
6047|AA. VV.|Cuentos de terror|Relato, Terror
20282|AA. VV.|Cuentos eróticos de Navidad|Novela, Erótico
24084|AA. VV.|Cuentos eróticos de verano|Relato, Erótico
15471|AA. VV.|Cuentos inolvidables según Julio Cortázar|Relato, Otros
30073|AA. VV.|Cuentos memorables según Jorge Luis Borges|Relato, Fantástico, Terror
30940|AA. VV.|Cuentos para leer los sábados|Relato, Otros
20489|AA. VV.|Cuentos románticos alemanes|Relato, Otros
18065|AA. VV.|Cuentos rusos|Relato, Fantástico, Terror
26801|AA. VV.|Cuentos únicos|Relato, Terror, Fantástico
25188|AA. VV.|Cuentos y relatos libertinos|Relato, Erótico
31391|AA. VV.|Curiosidades de la historia con El Ministerio del Tiempo|Divulgación, Historia
15165|AA. VV.|Dangerous Women|Novela, Fantástico
16920|AA. VV.|Democracia electrónica|Relato, Ciencia ficción
18726|AA. VV.|Día de muertos|Relato, Drama, Humor, Terror
25051|AA. VV.|Dinamita cerebral|Relato, Drama, Filosófico
16505|AA. VV.|Economía para andar por casa|Divulgación, Ciencias sociales
14373|AA. VV. (Edición a cargo de Terry Carr)|Cuando fuimos a ver el fin del mundo|Relato, Ciencia ficción
19982|AA. VV. (Edición a cargo de Terry Carr)|Las ruinas de mi cerebro|Relato, Ciencia ficción
20954|AA. VV. (editado por George Zebrowski)|Premios Nebula 1986|Relato, Ciencia ficción
31625|AA. VV.|El almirante flotante|Novela, Policial
18651|AA. VV.|El buldozer asesino|Relato, Ciencia ficción
4090|AA. VV.|El camino de la magia|Relato, Fantástico
26461|AA. VV.|El caso León Trotsky|Crónica, Ciencias sociales
16880|AA. VV.|El cinturón de Venus|Relato, Ciencia ficción
24670|AA. VV.|El cuerpo del delito|Relato, Policial
16381|AA. VV.|El festín de las máscaras|Relato, Terror
32109|AA. VV.|El gran libro de las frases célebres|Divulgación, Diccionarios y enciclopedias
23108|AA. VV.|El horror según Lovecraft|Relato, Fantástico, Terror
23109|AA. VV.|El horror según Lovecraft (vol II)|Relato, Fantástico, Terror
16919|AA. VV.|El planeta loco|Relato, Ciencia ficción
16762|AA. VV.|El regreso del idiota|Ensayo, Ciencias sociales
31563|AA. VV.|El Señor de los Anillos y la filosofía|Ensayo, Filosofía
16675|AA. VV.|El último frente|Referencia, Historia
17015|AA. VV.|Empaquetados|Relato, Ciencia ficción
17172|AA. VV.|Encrucijadas del tiempo|Relato, Ciencia ficción
18446|AA. VV.|Encuentro con la sombra|Ensayo, Autoayuda, Espiritualidad, Psicología
16758|AA. VV.|Encuentro con Medusa|Relato, Ciencia ficción
11568|AA. VV.|En el combate por la Historia|Ensayo, Historia
19812|AA. VV.|Escalofríos en el trópico|Relato, Terror
15553|AA. VV.|Escalofríos|Relato, Terror
19506|AA. VV.|España bajo el franquismo|Ensayo, Historia
15095|AA. VV.|Exaltado|Relato, Fantástico
15095|AA. VV.|Exaltado|Relato, Fantástico
13491|AA. VV.|Fantasías|Relato, Fantástico
8766|AA. VV.|Fantasmagoria|Relato, Fantástico, Terror
26945|AA. VV.|Fecha de caducidad|Novela, Realista
24459|AA. VV.|Felices pesadillas|Relato, Terror
18719|AA. VV.|Feliz cumpleaños? erótico|Novela, Erótico
18734|AA. VV.|Frankenstein insólito|Relato, Fantástico, Terror
9629|AA. VV.|Furia azteca|Novela, Histórico
32115|AA. VV.|Golpe en Brasil|Ensayo, Ciencias sociales
29513|AA. VV.|Historia del Paraguay|Ensayo, Historia
10198|AA. VV.|Historias de Ansalon|Novela, Fantástico
31565|AA. VV.|Homenaje a Tolkien, 19 Relatos Fantasticos Tomo II|Relato, Fantástico
31564|AA. VV.|Homenaje a Tolkien, 19 Relatos Fantasticos Tomo I|Relato, Fantástico
15111|AA. VV.|Horror 2|Relato, Terror
16594|AA. VV.|Horror 3|Relato, Terror
15112|AA. VV.|Horror 4|Relato, Terror
16595|AA. VV.|Horror 5|Relato, Terror
16596|AA. VV.|Horror 6|Relato, Terror
16597|AA. VV.|Horror 7|Relato, Terror
15110|AA. VV.|Horror|Relato, Terror
30795|AA. VV.|Huérfanos de Sofía|Ensayo, Filosofía
28252|AA. VV.|Huevo de ángel|Relato, Ciencia ficción
15524|AA. VV.|Humor cósmico|Relato, Ciencia ficción, Humor
26779|AA. VV.|Imperios Galacticos 1|Relato, Ciencia ficción
26934|AA. VV.|Imperios Galácticos 2|Relato, Ciencia ficción
27652|AA. VV.|Imperios Galacticos 3|Relato, Ciencia ficción
27987|AA. VV.|Imperios Galacticos 4|Relato, Ciencia ficción
31218|AA. VV. & Isaac Asimov & Edmond Hamilton & Damon Knight|3 del más allá|Novela, Ciencia ficción
31056|AA. VV. & Isaac Asimov & Paul Janvier & Theodore Sturgeon|Hombre contra mundo|Novela, Ciencia ficción
32776|AA. VV.|Is Human Nature Obsolete?|Ensayo, Filosofía, Ciencias naturales
31663|AA. VV.|Jorge Luis Borges: The Last Interview|Crónica, Comunicación, Memorias, Otros
31066|AA. VV.|J. R. R. Tolkien. Preguntas frecuentes (y no tan frecuentes)|Ensayo, Crítica y teoría literaria
31126|AA. VV.|J. R. R. Tolkien, Señor de la Tierra Media|Ensayo, Crítica y teoría literaria
19483|AA. VV.|Juventud caníbal|Relato, Terror
30949|AA. VV. & Karl Zeigfried & John Wyndham|Mundo futuro|Novela, Ciencia ficción
10197|AA. VV.|Kenders, enanos y gnomos|Novela, Fantástico
28693|AA. VV.|La cuna vacía|Divulgación, Psicología
19182|AA. VV.|La danza del corazón|Relato, Didáctico
27056|AA. VV.|La Edad de Oro 1939-1940|Relato, Ciencia ficción
27057|AA. VV.|La Edad de Oro 1941|Relato, Ciencia ficción
19974|AA. VV.|La estrella|Relato, Ciencia ficción
18470|AA. VV.|La gran represión|Referencia, Historia
10210|AA. VV.|La huella de los dioses|Relato, Aventuras, Fantástico
10196|AA. VV.|La magia de Krynn|Novela, Fantástico
23025|AA. VV.|La más bella historia del mundo|Divulgación, Ciencias naturales
21961|AA. VV.|La mejor ciencia ficción|Relato, Ciencia ficción
16903|AA. VV.|La nueva Atlántida|Relato, Ciencia ficción
23417|AA. VV.|La República asediada|Referencia, Historia
7011|AA. VV.|Las 40 empresas que crecen en tiempos de crisis|Divulgación, Ciencias sociales
28015|AA. VV.|Las cárceles de Piranesi|Ensayo, Arte
20788|AA. VV.|Las mejores recetas de la Cocina Regional Salteña|Referencia, Hogar
28251|AA. VV.|La sombra del espacio|Relato, Ciencia ficción
15618|AA. VV.|La Tierra Media|Ensayo, Crítica y teoría literaria, Memorias
9823|AA. VV.|La tragedia del copyright|Ensayo, Ciencias sociales
12818|AA. VV.|La vida te despeina|Relato, Otros
25865|AA. VV.|Legados macabros|Relato, Terror
24190|AA. VV.|Lenin reactivado|Ensayo, Ciencias sociales, Filosofía
10725|AA. VV.|Leyendas|Relato, Aventuras, Fantástico
32552|AA. VV.|Libros de caballerías castellanos|Novela, Aventuras
2336|AA. VV.|Lo mejor de Fantasy & Science Fiction 2ª serie|Relato, Ciencia ficción
2439|AA. VV.|Lo mejor de Fantasy & Science Fiction|Relato, Ciencia ficción
26664|AA. VV.|Lo mejor de la ciencia ficción alemana|Relato, Ciencia ficción
18534|AA. VV.|Lo mejor de la ciencia ficción francesa|Relato, Ciencia ficción
28380|AA. VV.|Los casos nunca contados por el doctor Watson|Novela, Intriga, Policial
32144|AA. VV.|Los duplicadores|Relato, Ciencia ficción
18756|AA. VV.|Los enteógenos y la ciencia|Divulgación, Ciencias naturales, Espiritualidad, Filosofía, Psicología
22373|AA. VV.|Los errores mortales|Novela, Intriga, Terror
28394|AA. VV.|Los Furbantes 1|Relato, Realista, Terror, Crónica, Memorias, Ensayo, Crítica y teoría literaria, Publicaciones periódicas
22826|AA. VV.|Los hombres-lobo|Relato, Terror
28283|AA. VV.|Los hombres paradójicos|Relato, Ciencia ficción
11001|AA. VV.|Los mejores cuentos de terror|Relato, Terror
13432|AA. VV.|Los mejores relatos de ciencia ficción|Relato, Ciencia ficción
14391|AA. VV.|Los mejores relatos de fantasía II. Basilisco|Relato, Fantástico
14392|AA. VV.|Los mejores relatos de Fantasía III. Más allá de Tierras de Nunca|Relato, Fantástico
14390|AA. VV.|Los mejores relatos de fantasía I. Se vende Magia|Relato, Fantástico
28282|AA. VV.|Los mejores relatos del «Sunday Times»|Relato, Ciencia ficción
26469|AA. VV.|Los mejores relatos de terror llevados al cine|Relato, Terror
30842|AA. VV.|Los mexicanos pintados por sí mismos|Relato, Otros
15626|AA. VV.|Los mitos del 18 de julio|Ensayo, Historia
27766|AA. VV.|Los premios Hugo 1970-1972|Relato, Ciencia ficción
7626|AA. VV.|Los relatos más bellos del mundo|Relato, Otros
18306|AA. VV.|Los rivales de Sherlock Holmes|Novela, Aventuras
20417|AA. VV.|Lucha contra la oscuridad|Novela, Fantástico, Terror
17290|AA. VV.|Luna de miel en el espacio|Relato, Ciencia ficción
25457|AA. VV. & Machado de Assis & Lima Barreto & Clarice Lispector & Rubem Fonseca & Nélida Piñon|Ficciones desde Brasil|Relato, Drama, Humor, Psicológico, Romántico
3286|AA. VV.|Malignos y macabros|Relato, Terror
16361|AA. VV.|Mañana todavía|Novela, Ciencia ficción, Fantástico
20736|AA. VV.|Manual del perfecto idiota latinoamericano? y español|Ensayo, Ciencias sociales
24101|AA. VV.|Más Allá 1|Relato, Ciencia ficción, Fantástico, Publicaciones periódicas
24101|AA. VV.|Más Allá 1|Relato, Ciencia ficción, Fantástico, Publicaciones periódicas
19345|AA. VV.|Memoria de la Segunda República|Referencia, Historia
24357|AA. VV.|Miedo en el cuerpo|Relato, Terror
6148|Aa. Vv.|Mirrorshades: Una antología cyberpunk|Relato, Ciencia ficción
27655|AA. VV.|Monstruos del mar|Novela, Terror
10617|AA. VV.|Morir, matar, sobrevivir|Ensayo, Historia
11874|AA. VV.|Mujeres y maravillas|Relato, Ciencia ficción
17310|AA. VV.|Mundos perdidos|Relato, Ciencia ficción
32328|AA. VV.|Narraciones Terroríficas|Relato, Terror
32420|AA. VV.|Narraciones terroríficas - Vol. 1|Relato, Terror
32326|AA. VV.|Narraciones terroríficas - Vol. 2|Relato, Terror
32440|AA. VV.|Narraciones terroríficas - Vol. 5|Relato, Terror
31746|AA. VV.|Nicolás tiene 2 Papás|Relato, Infantil
31746|AA. VV.|Nicolás tiene 2 papás|Relato, Infantil
23102|AA. VV.|Noches de pesadilla|Relato, Terror
23834|AA. VV.|Nueva Dimensión 1|Relato, Ciencia ficción, Fantástico, Ensayo, Crítica y teoría literaria, Publicaciones periódicas
27019|AA. VV.|Nueva Dimensión 2|Relato, Ciencia ficción, Fantástico, Ensayo, Crítica y teoría literaria, Publicaciones periódicas
23739|AA. VV.|Nueva Dimensión 3|Relato, Ciencia ficción, Fantástico, Ensayo, Crítica y teoría literaria
19376|AA. VV.|Nueva Dimensión 6|Relato, Ciencia ficción, Fantástico, Ensayo, Crítica y teoría literaria, Publicaciones periódicas
14877|AA. VV.|Nueva historia general de México|Divulgación, Historia
11090|AA. VV.|Obras maestras, la mejor ciencia ficción del siglo xx|Relato, Ciencia ficción
28281|AA. VV.|? Ojo de la noche|Relato, Ciencia ficción
22106|AA. VV.|Otros mundos, otros tiempos|Relato, Ciencia ficción
15755|AA. VV.|Partes de guerra|Relato, Histórico
19654|AA. VV. & Pat Cadigan & Aliette de Bodard & Greg Egan & Kathleen Ann Goonan & Ellen Klages & Karen Lord & Ken MacLeod & Ian McDonald & Linda Nagata & Hannu Rajaniemi & Alastair Reynolds & Adam Roberts & Karl Schroeder & Peter Watts|Reach for Infinity|Novela, Ciencia ficción
19653|AA. VV. & Pat Cadigan & Elizabeth Bear & Daniel Abraham & Ty Franck & Sandra McDonald & Stephen D Covey & John Barnes & Paul McAuley & Kristine Kathryn Rusch & Gwyneth Jones & Hannu Rajaniemi & Stephen Baxter & Alastair Reynolds & An Owomoyela & Bruce Sterling|Edge of Infinity|Novela, Ciencia ficción
14352|AA. VV.|Pensar la matemática|Ensayo, Ciencias exactas
23736|AA. VV.|Pesadilla|Relato, Terror
19651|AA. VV. & Peter Watts & Kristine Kathryn Rusch & Karl Schroeder & Stephen Baxter & Hannu Rajaniemi & Charles Stross & Kathleen Ann Goonan & Damien Broderick & Barbara Lamar & Robert Reed & John C. Wright & David Moles & Abbenford Associates & Gwyneth Jones & John Barnes|Engineering Infinity|Novela, Ciencia ficción
3901|AA. VV.|Pioneros de la ciencia ficción rusa|Relato, Ciencia ficción
28952|AA. VV.|Pioneros de la ciencia ficción rusa (Volumen II)|Relato, Ciencia ficción
19869|AA. VV.|Pioneros del futuro|Relato, Ciencia ficción
25738|AA. VV.|Platos sabrosos y con pocas calorías|Divulgación, Hogar
30611|AA. VV.|Poesía de los Siglos de Oro|Poesía, Otros
24548|AA. VV.|¿Por qué no debemos pagar la deuda?|Ensayo, Ciencias sociales
31121|AA. VV. & Poul Anderson & James Blish & Raymond F. Jones & Noel Loomis & Lester del Rey|Cosas|Novela, Ciencia ficción
23193|AA. VV.|Premios Nebula 1985|Novela, Ciencia ficción
14261|AA. VV.|Premio UPC 1992|Relato, Ciencia ficción
5160|AA. VV.|Premio UPC 1994|Relato, Ciencia ficción
20761|AA. VV.|Qué hacemos por una muerte digna|Divulgación, Ciencias sociales, Salud y bienestar
23824|AA. VV.|R-209. Habla el Frente de Liberación Animal|Ciencias sociales, Filosofía
16878|AA. VV. (Recopilación de Richard Davis)|Nave-cuna|Relato, Ciencia ficción
31906|AA. VV.|Reinos de Tolkien. Imágenes de la Tierra Media|Divulgación, Arte
21434|AA. VV.|Relatos apócrifos de La Saga de los Aznar|Relato, Ciencia ficción
2526|AA. VV.|Relatos de ciencia ficción soviética|Relato, Ciencia ficción
2090|AA. VV.|Relatos del alma rusa|Relato, Drama, Sátira
23894|AA. VV.|Relatos del mar|Relato, Aventuras
21792|AA. VV.|República y Guerra en España (1931-1939)|Referencia, Historia
2281|AA. VV.|Retorno a la Tierra|Relato, Ciencia ficción
15844|AA. VV.|Rogues|Novela, Fantástico
17507|AA. VV.|Sagrada Biblia|Referencia, Espiritualidad
6301|AA. VV.|Sangre azteca|Novela, Histórico
26580|AA. VV.|Sanguinarius|Relato, Terror
16710|AA. VV.|Segundo gran libro del terror|Relato, Terror
16710|AA. VV.|Segundo gran libro del terror|Relato, Terror
27444|AA. VV.|Sí, chef|Divulgación, Otros
25079|AA. VV.|Sombras sobre Baker Street|Relato, Terror
16921|AA. VV.|Sonrisas de metal|Relato, Ciencia ficción
3554|AA. VV.|Super ficción 100. Volumen conmemorativo|Relato, Ciencia ficción
23746|AA. VV.|Tales of the Slayer, Vol. 1|Relato, Fantástico, Terror
30027|AA. VV.|Teatro breve del Siglo de Oro|Teatro, Sátira, Humor, Otros
18688|AA. VV.|Terapia cognitiva de los trastornos de personalidad|Referencia, Manuales y cursos, Psicología, Salud y bienestar
13957|AA. VV.|Terra Nova Vol. 1|Relato, Ciencia ficción
7527|AA. VV.|Terror|Relato, Terror
28463|AA. VV.|The Mammoth Book of Steampunk|Relato, Ciencia ficción
16736|AA. VV.|Tierra y libertad|Ensayo, Historia
30822|AA. VV.|Todos los evangelios|Referencia, Espiritualidad, Historia
26581|AA. VV.|Trece para el Diablo|Relato, Terror
29365|AA. VV.|Tres piezas góticas|Novela, Terror
30509|AA. VV.|Twin Peaks|Ensayo, Arte
26971|AA. VV.|Última etapa|Relato, Ciencia ficción
20738|AA. VV.|Últimas noticias del nuevo idiota iberoamericano|Ensayo, Ciencias sociales
16913|AA. VV.|Umbral cósmico|Relato, Ciencia ficción
16142|AA. VV.|Una galaxia llamada Roma|Relato, Ciencia ficción
32106|AA. VV.|Un par del espacio|Novela, Ciencia ficción
8654|AA. VV.|Un siglo de cuentos rusos|Relato, Otros
26214|AA. VV.|Vampiras|Relato, Terror
4266|AA. VV.|Vampiros|Relato, Terror
20651|AA. VV.|Vampiros|Relato, Fantástico
15776|AA. VV.|Vamps. Las Chupadoras de Sangre|Relato, Terror
16416|AA. VV.|Viajeros del tiempo|Relato, Ciencia ficción
17006|AA. VV.|Víctimas de la guerra civil|Referencia, Historia
3016|AA. VV.|Vinieron de la Tierra|Novela, Ciencia ficción
2955|AA. VV.|Vinieron del espacio exterior|Novela, Ciencia ficción
19422|AA. VV.|Violencia roja y azul|Referencia, Historia
24576|AA. VV.|Visiones macabras|Relato, Terror
16036|AA. VV.|Visiones nocturnas|Relato, Terror
24539|AA. VV.|Vocabulario Francés|Referencia, Manuales y cursos
18032|Abasse Ndione|Ramata|Novela, Policial
18272|Abate de Choisy|Memorias|Novela, Erótico
8784|Abate Prévost|Manon Lescaut|Novela, Drama
17494|Abbi Glines|El chico malo|Novela, Juvenil, Romántico
17495|Abbi Glines|Si fueras mío|Novela, Juvenil, Romántico
7028|Abdennur Prado & Albert Martínez & Alberto López Bargados & Benet Salellas Vilar & David Fernàndez & Iñaki Rivera Beiras|Rastros de Dixan|Ensayo, Ciencias sociales
7051|Abdennur Prado|El islam como anarquismo místico|Ensayo, Ciencias sociales
508|Abel Arana|Crónicas de un soltero|Novela, Romántico
16934|Abelardo Arias|Álamos talados|Ficción, Novela, Realista
16935|Abelardo Arias|Polvo y espanto|Novela, Histórico, Realista
1471|Abelardo Castillo|Crónica de un iniciado|Novela, Fantástico, Filosófico
640|Abelardo Castillo|Cuentos completos|Relato, Drama, Fantástico, Erótico, Humor
2449|Abelardo Castillo|El evangelio según Van Hutten|Novela, Filosófico, Histórico
28787|Abel Caballero|La elipse templaria|Novela, Histórico
14800|Abel Pohulanik|La cinta de Escher|Novela, Erótico
17517|A. B. Guthrie Jr.|Bajo cielos inmensos|Novela, Aventuras
16305|Abigail Gibbs|Que nunca amanezca|Novela, Juvenil, Fantástico, Erótico, Romántico
